[23.01.2025 4:45:25] Протоколирование начато.
[23.01.2025 4:45:25] Создание новой базы данных
[23.01.2025 4:45:26] Загрузка данных из файла Excel.
[23.01.2025 4:45:26] Загружено животных: id 1, species Попугай, breed Ара
[24.01.2025 1:01:27] Добавлены покупатели: id 1837, name Benjamin Williams, age 47, address Краснодар
[24.01.2025 1:01:27] Добавлены покупатели: id 1838, name Patricia Parker, age 38, address Уфа
[24.01.2025 1:01:27] Добавлены покупатели: id 1839, name Michael Benton, age 59, address Новокузнецк
[24.01.2025 1:01:27] Добавлены покупатели: id 1840, name Zachary Schmidt, age 30, address Оренбург
[24.01.2025 1:01:27] Добавлены покупатели: id 1841, name James Wilson, age 26, address Ижевск
[24.01.2025 1:01:27] Добавлены покупатели: id 1842, name Kelly Gregory, age 37, address Саранск
[24.01.2025 1:01:27] Добавлены покупатели: id 1843, name Jenna Garcia, age 58, address Сочи
[24.01.2025 1:01:27] Добавлены покупатели: id 1844, name Annette Morris, age 20, address Каменск-Уральский
[24.01.2025 1:01:27] Добавлены покупатели: id 1845, name Debra Martinez, age 49, address Пермь
[24.01.2025 1:01:27] Добавлены покупатели: id 1846, name Laura Ruiz, age 47, address Пенза
[24.01.2025 1:01:27] Добавлены покупатели: id 1847, name Danny Day, age 49, address Чебоксары
[24.01.2025 1:01:27] Добавлены покупатели: id 1848, name Denise Lewis, age 49, address Саратов
[24.01.2025 1:01:27] Добавлены покупатели: id 1849, name Audrey Robinson, age 33, address Кемерово
[24.01.2025 1:01:27] Добавлены покупатели: id 1850, name Kurt Bright, age 21, address Владивосток
[24.01.2025 1:01:27] Добавлены покупатели: id 1851, name Stanley Morrison, age 23, address Красноярск
[24.01.2025 1:01:27] Добавлены покупатели: id 1852, name Katherine Smith, age 22, address Москва
[24.01.2025 1:01:27] Добавлены покупатели: id 1853, name Patricia Kline, age 55, address Оренбург
[24.01.2025 1:01:27] Добавлены покупатели: id 1854, name Ruth Lopez, age 65, address Курск
[24.01.2025 1:01:27] Добавлены покупатели: id 1855, name James Brown, age 39, address Норильск
[24.01.2025 1:01:27] Добавлены покупатели: id 1856, name Marie Martin, age 32, address Брянск
[24.01.2025 1:01:27] Добавлены покупатели: id 1857, name Stephanie Flowers, age 22, address Владивосток
[24.01.2025 1:01:27] Добавлены покупатели: id 1858, name Jorge Cochran, age 50, address Петропавловск-Камчатский
[24.01.2025 1:01:27] Добавлены покупатели: id 1859, name Elizabeth Martin, age 53, address Махачкала
[24.01.2025 1:01:27] Добавлены покупатели: id 1860, name Dave Byrd, age 23, address Таганрог
[24.01.2025 1:01:27] Добавлены покупатели: id 1861, name Jorge Gonzalez, age 20, address Череповец
[24.01.2025 1:01:27] Добавлены покупатели: id 1862, name Jenna Wagner, age 35, address Калуга
[24.01.2025 1:01:27] Добавлены покупатели: id 1863, name James Jones, age 23, address Волжский
[24.01.2025 1:01:27] Добавлены покупатели: id 1864, name Alyssa Jones, age 35, address Ноябрьск
[24.01.2025 1:01:27] Добавлены покупатели: id 1865, name Jason Bryant, age 27, address Петропавловск-Камчатский
[24.01.2025 1:01:27] Добавлены покупатели: id 1866, name Robert Anderson, age 63, address Петрозаводск
[24.01.2025 1:01:27] Добавлены покупатели: id 1867, name Jose Cole, age 20, address Курск
[24.01.2025 1:01:27] Добавлены покупатели: id 1868, name Timothy Grant, age 50, address Ставрополь
[24.01.2025 1:01:27] Добавлены покупатели: id 1869, name Adam Smith, age 25, address Сочи
[24.01.2025 1:01:27] Добавлены покупатели: id 1870, name Daniel Scott, age 56, address Обнинск
[24.01.2025 1:01:27] Добавлены покупатели: id 1871, name Kimberly Smith, age 22, address Невинномысск
[24.01.2025 1:01:27] Добавлены покупатели: id 1872, name Mark Campbell, age 22, address Рязань
[24.01.2025 1:01:27] Добавлены покупатели: id 1873, name Christopher Taylor, age 21, address Улан-Удэ
[24.01.2025 1:01:27] Добавлены покупатели: id 1874, name Cristina Foster, age 48, address Улан-Удэ
[24.01.2025 1:01:27] Добавлены покупатели: id 1875, name Christian Navarro, age 65, address Белгород
[24.01.2025 1:01:27] Добавлены покупатели: id 1876, name William Hughes, age 60, address Астрахань
[24.01.2025 1:01:27] Добавлены покупатели: id 1877, name Melissa Price, age 34, address Астрахань
[24.01.2025 1:01:27] Добавлены покупатели: id 1878, name Valerie Smith, age 27, address Мурманск
[24.01.2025 1:01:27] Добавлены покупатели: id 1879, name Caitlin Hernandez, age 51, address Благовещенск
[24.01.2025 1:01:27] Добавлены покупатели: id 1880, name Scott Henderson, age 24, address Сызрань
[24.01.2025 1:01:27] Добавлены покупатели: id 1881, name Peter Wolfe, age 26, address Комсомольск-на-Амуре
[24.01.2025 1:01:27] Добавлены покупатели: id 1882, name Kristin Chase, age 56, address Абакан
[24.01.2025 1:01:27] Добавлены покупатели: id 1883, name Gabriela Shelton, age 65, address Новокузнецк
[24.01.2025 1:01:27] Добавлены покупатели: id 1884, name Jennifer Mays, age 65, address Киров
[24.01.2025 1:01:27] Добавлены покупатели: id 1885, name Eric Coffey, age 44, address Невинномысск
[24.01.2025 1:01:27] Добавлены покупатели: id 1886, name Michael Patel, age 51, address Екатеринбург
[24.01.2025 1:01:27] Добавлены покупатели: id 1887, name Dana Jackson, age 53, address Махачкала
[24.01.2025 1:01:27] Добавлены покупатели: id 1888, name Jacqueline Martinez, age 62, address Каменск-Уральский
[24.01.2025 1:01:27] Добавлены покупатели: id 1889, name Jeffrey Lucero, age 40, address Ульяновск
[24.01.2025 1:01:27] Добавлены покупатели: id 1890, name Daisy Humphrey, age 44, address Архангельск
[24.01.2025 1:01:27] Добавлены покупатели: id 1891, name Lauren Rogers, age 25, address Воронеж
[24.01.2025 1:01:27] Добавлены покупатели: id 1892, name David Fisher, age 43, address Балашов
[24.01.2025 1:01:27] Добавлены покупатели: id 1893, name Paul Holt, age 26, address Самара
[24.01.2025 1:01:27] Добавлены покупатели: id 1894, name Troy Bell, age 59, address Мурманск
[24.01.2025 1:01:27] Добавлены покупатели: id 1895, name Karen Ramirez, age 65, address Екатеринбург
[24.01.2025 1:01:27] Добавлены покупатели: id 1896, name Gary Watkins, age 23, address Липецк
[24.01.2025 1:01:27] Добавлены покупатели: id 1897, name Jason Williams, age 68, address Нижний Новгород
[24.01.2025 1:01:27] Добавлены покупатели: id 1898, name Michelle Mitchell, age 50, address Нижний Новгород
[24.01.2025 1:01:27] Добавлены покупатели: id 1899, name David Jones, age 59, address Сыктывкар
[24.01.2025 1:01:27] Добавлены покупатели: id 1900, name Monica Harris, age 39, address Новокузнецк
[24.01.2025 1:01:27] Добавлены покупатели: id 1901, name Steven Miranda, age 18, address Петропавловск-Камчатский
[24.01.2025 1:01:27] Добавлены покупатели: id 1902, name Daniel Francis, age 46, address Невинномысск
[24.01.2025 1:01:27] Добавлены покупатели: id 1903, name Meredith Duncan, age 60, address Тольятти
[24.01.2025 1:01:27] Добавлены покупатели: id 1904, name Kimberly Gibson, age 38, address Ростов-на-Дону
[24.01.2025 1:01:27] Добавлены покупатели: id 1905, name Mr. Jamie Jackson, age 53, address Красноярск
[24.01.2025 1:01:27] Добавлены покупатели: id 1906, name Matthew Mejia, age 22, address Орск
[24.01.2025 1:01:27] Добавлены покупатели: id 1907, name Charles Wright, age 55, address Липецк
[24.01.2025 1:01:27] Добавлены покупатели: id 1908, name Judy Williams, age 48, address Миасс
[24.01.2025 1:01:27] Добавлены покупатели: id 1909, name David Santiago, age 22, address Абакан
[24.01.2025 1:01:27] Добавлены покупатели: id 1910, name Maria White, age 65, address Курган
[24.01.2025 1:01:27] Добавлены покупатели: id 1911, name Kenneth Lopez, age 36, address Саранск
[24.01.2025 1:01:27] Добавлены покупатели: id 1912, name Matthew Edwards, age 31, address Новосибирск
[24.01.2025 1:01:27] Добавлены покупатели: id 1913, name Natasha Decker, age 68, address Уфа
[24.01.2025 1:01:27] Добавлены покупатели: id 1914, name Maxwell Reed, age 35, address Ижевск
[24.01.2025 1:01:27] Добавлены покупатели: id 1915, name James Palmer, age 48, address Сочи
[24.01.2025 1:01:27] Добавлены покупатели: id 1916, name Paul Lopez, age 28, address Тамбов
